labour_force_share,reg_nr,ID,date,pop,mvu_lvu,mvu_lvu_share,urban_share
71.8,09,Gotland,2010-01-01,57269,10946,19.113307373971956,58.44872444079694
71.0,10,Blekinge,2010-01-01,153227,32389,21.137919557258186,79.63413758671774
71.8,12,Skåne,2010-01-01,1243329,305079,24.53727050523232,88.58403527947952
73.2,13,Halland,2010-01-01,299484,64029,21.379773209921062,79.27034499338863
72.9,14,Västra Götaland,2010-01-01,1580297,373607,23.641568641843907,83.95605383038757
70.8,17,Värmland,2010-01-01,273265,53276,19.496093535579018,74.40177117450094
70.5,18,Örebro,2010-01-01,280230,57460,20.50458551903793,82.6681654355351
72.8,19,Västmanland,2010-01-01,252756,50940,20.15382424156103,87.57853423855417
69.5,20,Dalarna,2010-01-01,277047,49653,17.922229802163532,79.92759351301405
70.8,21,Gävleborg,2010-01-01,276508,49062,17.74342876155482,78.28923575448088
69.0,22,Västernorrland,2010-01-01,242625,47273,19.48397733127254,76.57454920144255
71.7,23,Jämtland,2010-01-01,126691,25333,19.99589552533329,66.36619807247554
69.0,24,Västerbotten,2010-01-01,259286,64967,25.056115640643924,77.56801369915846
68.2,25,Norrbotten,2010-01-01,248609,50350,20.25268594459573,82.22389374479604
77.3,01,Stockholm,2010-04-01,2054343,617374,30.052138323541882,95.73732331942621
74.1,03,Uppsala,2010-04-01,335882,95697,28.491255857711934,80.50297425881709
72.1,04,Södermanland,2010-04-01,270738,50624,18.698520340698387,82.36671616101175
73.8,05,Östergötland,2010-04-01,429642,98056,22.82272217334432,84.36395883084056
73.5,06,Jönköping,2010-04-01,336866,63169,18.751966657365244,82.52005248377692
74.1,07,Kronoberg,2010-04-01,183940,38048,20.68500598021094,77.95313689246494
70.4,08,Kalmar,2010-04-01,233536,43582,18.661790901616882,77.54735886544259
74.10000000000001,09,Gotland,2010-04-01,57269,10946,19.113307373971956,58.44872444079694
71.2,10,Blekinge,2010-04-01,153227,32389,21.137919557258186,79.63413758671774
72.9,12,Skåne,2010-04-01,1243329,305079,24.53727050523232,88.58403527947952
75.1,13,Halland,2010-04-01,299484,64029,21.379773209921062,79.27034499338863
74.80000000000001,14,Västra Götaland,2010-04-01,1580297,373607,23.641568641843907,83.95605383038757
70.7,17,Värmland,2010-04-01,273265,53276,19.496093535579018,74.40177117450094
71.9,18,Örebro,2010-04-01,280230,57460,20.50458551903793,82.6681654355351
72.9,19,Västmanland,2010-04-01,252756,50940,20.15382424156103,87.57853423855417
71.7,20,Dalarna,2010-04-01,277047,49653,17.922229802163532,79.92759351301405
74.4,21,Gävleborg,2010-04-01,276508,49062,17.74342876155482,78.28923575448088
72.1,22,Västernorrland,2010-04-01,242625,47273,19.48397733127254,76.57454920144255
76.2,23,Jämtland,2010-04-01,126691,25333,19.99589552533329,66.36619807247554
71.8,24,Västerbotten,2010-04-01,259286,64967,25.056115640643924,77.56801369915846
71.5,25,Norrbotten,2010-04-01,248609,50350,20.25268594459573,82.22389374479604
76.8,01,Stockholm,2010-07-01,2054343,617374,30.052138323541882,95.73732331942621
73.8,03,Uppsala,2010-07-01,335882,95697,28.491255857711934,80.50297425881709
72.6,04,Södermanland,2010-07-01,270738,50624,18.698520340698387,82.36671616101175
71.9,05,Östergötland,2010-07-01,429642,98056,22.82272217334432,84.36395883084056
73.9,06,Jönköping,2010-07-01,336866,63169,18.751966657365244,82.52005248377692
74.9,07,Kronoberg,2010-07-01,183940,38048,20.68500598021094,77.95313689246494
71.0,08,Kalmar,2010-07-01,233536,43582,18.661790901616882,77.54735886544259
73.0,09,Gotland,2010-07-01,57269,10946,19.113307373971956,58.44872444079694
72.0,10,Blekinge,2010-07-01,153227,32389,21.137919557258186,79.63413758671774
73.6,12,Skåne,2010-07-01,1243329,305079,24.53727050523232,88.58403527947952
73.0,13,Halland,2010-07-01,299484,64029,21.379773209921062,79.27034499338863
73.39999999999999,14,Västra Götaland,2010-07-01,1580297,373607,23.641568641843907,83.95605383038757
70.10000000000001,17,Värmland,2010-07-01,273265,53276,19.496093535579018,74.40177117450094
71.39999999999999,18,Örebro,2010-07-01,280230,57460,20.50458551903793,82.6681654355351
71.1,19,Västmanland,2010-07-01,252756,50940,20.15382424156103,87.57853423855417
71.60000000000001,20,Dalarna,2010-07-01,277047,49653,17.922229802163532,79.92759351301405
73.9,21,Gävleborg,2010-07-01,276508,49062,17.74342876155482,78.28923575448088
71.0,22,Västernorrland,2010-07-01,242625,47273,19.48397733127254,76.57454920144255
72.6,23,Jämtland,2010-07-01,126691,25333,19.99589552533329,66.36619807247554
72.0,24,Västerbotten,2010-07-01,259286,64967,25.056115640643924,77.56801369915846
70.0,25,Norrbotten,2010-07-01,248609,50350,20.25268594459573,82.22389374479604
75.6,01,Stockholm,2010-10-01,2054343,617374,30.052138323541882,95.73732331942621
71.4,03,Uppsala,2010-10-01,335882,95697,28.491255857711934,80.50297425881709
69.2,04,Södermanland,2010-10-01,270738,50624,18.698520340698387,82.36671616101175
70.39999999999999,05,Östergötland,2010-10-01,429642,98056,22.82272217334432,84.36395883084056
72.1,06,Jönköping,2010-10-01,336866,63169,18.751966657365244,82.52005248377692
71.39999999999999,07,Kronoberg,2010-10-01,183940,38048,20.68500598021094,77.95313689246494
67.7,08,Kalmar,2010-10-01,233536,43582,18.661790901616882,77.54735886544259
71.4,09,Gotland,2010-10-01,57269,10946,19.113307373971956,58.44872444079694
70.8,10,Blekinge,2010-10-01,153227,32389,21.137919557258186,79.63413758671774
71.7,12,Skåne,2010-10-01,1243329,305079,24.53727050523232,88.58403527947952
72.1,13,Halland,2010-10-01,299484,64029,21.379773209921062,79.27034499338863
72.4,14,Västra Götaland,2010-10-01,1580297,373607,23.641568641843907,83.95605383038757
68.5,17,Värmland,2010-10-01,273265,53276,19.496093535579018,74.40177117450094
68.60000000000001,18,Örebro,2010-10-01,280230,57460,20.50458551903793,82.6681654355351
71.4,19,Västmanland,2010-10-01,252756,50940,20.15382424156103,87.57853423855417
70.1,20,Dalarna,2010-10-01,277047,49653,17.922229802163532,79.92759351301405
71.10000000000001,21,Gävleborg,2010-10-01,276508,49062,17.74342876155482,78.28923575448088
69.7,22,Västernorrland,2010-10-01,242625,47273,19.48397733127254,76.57454920144255
71.2,23,Jämtland,2010-10-01,126691,25333,19.99589552533329,66.36619807247554
69.1,24,Västerbotten,2010-10-01,259286,64967,25.056115640643924,77.56801369915846
67.9,25,Norrbotten,2010-10-01,248609,50350,20.25268594459573,82.22389374479604
76.2,01,Stockholm,2011-01-01,2091473,641869,30.689805701531885,95.73732331942621
72.7,03,Uppsala,2011-01-01,338630,98534,29.09783539556448,80.50297425881709
70.6,04,Södermanland,2011-01-01,272563,52029,19.088797819219778,82.36671616101175
69.2,05,Östergötland,2011-01-01,431075,100914,23.40984747433741,84.36395883084056
72.4,06,Jönköping,2011-01-01,337896,65065,19.25592489996922,82.52005248377692
73.1,07,Kronoberg,2011-01-01,184654,39050,21.147659947794253,77.95313689246494
67.4,08,Kalmar,2011-01-01,233090,44526,19.102492599425112,77.54735886544259
71.0,09,Gotland,2011-01-01,57308,11320,19.752914078313673,58.44872444079694
69.8,10,Blekinge,2011-01-01,152979,33208,21.70755463168147,79.63413758671774
72.5,12,Skåne,2011-01-01,1252933,314969,25.138534941613,88.58403527947952
73.7,13,Halland,2011-01-01,301724,66122,21.91473001816229,79.27034499338863
72.60000000000001,14,Västra Götaland,2011-01-01,1590604,385448,24.23280716004738,83.95605383038757
70.4,17,Värmland,2011-01-01,272736,54696,20.05455825413587,74.40177117450094
69.89999999999999,18,Örebro,2011-01-01,281572,58972,20.943843848109896,82.6681654355351
71.10000000000001,19,Västmanland,2011-01-01,254257,52416,20.615361622295552,87.57853423855417
72.0,20,Dalarna,2011-01-01,276565,50627,18.305642434870645,79.92759351301405
70.9,21,Gävleborg,2011-01-01,276130,50227,18.189620830768117,78.28923575448088
71.2,22,Västernorrland,2011-01-01,242155,48283,19.938882120955586,76.57454920144255
71.7,23,Jämtland,2011-01-01,126299,25794,20.422964552371752,66.36619807247554
70.39999999999999,24,Västerbotten,2011-01-01,259667,66504,25.611263656914435,77.56801369915846
69.7,25,Norrbotten,2011-01-01,248545,51286,20.634492747792148,82.22389374479604
77.4,01,Stockholm,2011-04-01,2091473,641869,30.689805701531885,95.73732331942621
74.4,03,Uppsala,2011-04-01,338630,98534,29.09783539556448,80.50297425881709
71.5,04,Södermanland,2011-04-01,272563,52029,19.088797819219778,82.36671616101175
70.39999999999999,05,Östergötland,2011-04-01,431075,100914,23.40984747433741,84.36395883084056
74.2,06,Jönköping,2011-04-01,337896,65065,19.25592489996922,82.52005248377692
76.19999999999999,07,Kronoberg,2011-04-01,184654,39050,21.147659947794253,77.95313689246494
69.9,08,Kalmar,2011-04-01,233090,44526,19.102492599425112,77.54735886544259
73.3,09,Gotland,2011-04-01,57308,11320,19.752914078313673,58.44872444079694
72.7,10,Blekinge,2011-04-01,152979,33208,21.70755463168147,79.63413758671774
73.9,12,Skåne,2011-04-01,1252933,314969,25.138534941613,88.58403527947952
74.7,13,Halland,2011-04-01,301724,66122,21.91473001816229,79.27034499338863
74.5,14,Västra Götaland,2011-04-01,1590604,385448,24.23280716004738,83.95605383038757
73.5,17,Värmland,2011-04-01,272736,54696,20.05455825413587,74.40177117450094
72.6,18,Örebro,2011-04-01,281572,58972,20.943843848109896,82.6681654355351
71.9,19,Västmanland,2011-04-01,254257,52416,20.615361622295552,87.57853423855417
73.7,20,Dalarna,2011-04-01,276565,50627,18.305642434870645,79.92759351301405
73.10000000000001,21,Gävleborg,2011-04-01,276130,50227,18.189620830768117,78.28923575448088
72.0,22,Västernorrland,2011-04-01,242155,48283,19.938882120955586,76.57454920144255
74.5,23,Jämtland,2011-04-01,126299,25794,20.422964552371752,66.36619807247554
74.2,24,Västerbotten,2011-04-01,259667,66504,25.611263656914435,77.56801369915846
72.6,25,Norrbotten,2011-04-01,248545,51286,20.634492747792148,82.22389374479604
76.39999999999999,01,Stockholm,2011-07-01,2091473,641869,30.689805701531885,95.73732331942621
74.4,03,Uppsala,2011-07-01,338630,98534,29.09783539556448,80.50297425881709
70.7,04,Södermanland,2011-07-01,272563,52029,19.088797819219778,82.36671616101175
71.2,05,Östergötland,2011-07-01,431075,100914,23.40984747433741,84.36395883084056
74.8,06,Jönköping,2011-07-01,337896,65065,19.25592489996922,82.52005248377692
75.0,07,Kronoberg,2011-07-01,184654,39050,21.147659947794253,77.95313689246494
70.4,08,Kalmar,2011-07-01,233090,44526,19.102492599425112,77.54735886544259
73.7,09,Gotland,2011-07-01,57308,11320,19.752914078313673,58.44872444079694
72.8,10,Blekinge,2011-07-01,152979,33208,21.70755463168147,79.63413758671774
73.0,12,Skåne,2011-07-01,1252933,314969,25.138534941613,88.58403527947952
74.0,13,Halland,2011-07-01,301724,66122,21.91473001816229,79.27034499338863
74.2,14,Västra Götaland,2011-07-01,1590604,385448,24.23280716004738,83.95605383038757
71.0,17,Värmland,2011-07-01,272736,54696,20.05455825413587,74.40177117450094
71.5,18,Örebro,2011-07-01,281572,58972,20.943843848109896,82.6681654355351
70.4,19,Västmanland,2011-07-01,254257,52416,20.615361622295552,87.57853423855417
70.9,20,Dalarna,2011-07-01,276565,50627,18.305642434870645,79.92759351301405
72.80000000000001,21,Gävleborg,2011-07-01,276130,50227,18.189620830768117,78.28923575448088
71.2,22,Västernorrland,2011-07-01,242155,48283,19.938882120955586,76.57454920144255
72.0,23,Jämtland,2011-07-01,126299,25794,20.422964552371752,66.36619807247554
73.1,24,Västerbotten,2011-07-01,259667,66504,25.611263656914435,77.56801369915846
71.3,25,Norrbotten,2011-07-01,248545,51286,20.634492747792148,82.22389374479604
75.7,01,Stockholm,2011-10-01,2091473,641869,30.689805701531885,95.73732331942621
71.7,03,Uppsala,2011-10-01,338630,98534,29.09783539556448,80.50297425881709
69.4,04,Södermanland,2011-10-01,272563,52029,19.088797819219778,82.36671616101175
69.5,05,Östergötland,2011-10-01,431075,100914,23.40984747433741,84.36395883084056
74.0,06,Jönköping,2011-10-01,337896,65065,19.25592489996922,82.52005248377692
72.60000000000001,07,Kronoberg,2011-10-01,184654,39050,21.147659947794253,77.95313689246494
68.3,08,Kalmar,2011-10-01,233090,44526,19.102492599425112,77.54735886544259
69.0,09,Gotland,2011-10-01,57308,11320,19.752914078313673,58.44872444079694
71.8,10,Blekinge,2011-10-01,152979,33208,21.70755463168147,79.63413758671774
71.5,12,Skåne,2011-10-01,1252933,314969,25.138534941613,88.58403527947952
72.39999999999999,13,Halland,2011-10-01,301724,66122,21.91473001816229,79.27034499338863
73.0,14,Västra Götaland,2011-10-01,1590604,385448,24.23280716004738,83.95605383038757
71.4,17,Värmland,2011-10-01,272736,54696,20.05455825413587,74.40177117450094
69.9,18,Örebro,2011-10-01,281572,58972,20.943843848109896,82.6681654355351
69.9,19,Västmanland,2011-10-01,254257,52416,20.615361622295552,87.57853423855417
70.2,20,Dalarna,2011-10-01,276565,50627,18.305642434870645,79.92759351301405
72.0,21,Gävleborg,2011-10-01,276130,50227,18.189620830768117,78.28923575448088
69.9,22,Västernorrland,2011-10-01,242155,48283,19.938882120955586,76.57454920144255
72.89999999999999,23,Jämtland,2011-10-01,126299,25794,20.422964552371752,66.36619807247554
70.0,24,Västerbotten,2011-10-01,259667,66504,25.611263656914435,77.56801369915846
69.7,25,Norrbotten,2011-10-01,248545,51286,20.634492747792148,82.22389374479604
75.60000000000001,01,Stockholm,2012-01-01,2127006,664064,31.220598343399125,95.73732331942621
73.0,03,Uppsala,2012-01-01,341977,101029,29.54263005991631,80.50297425881709
70.7,04,Södermanland,2012-01-01,274723,53225,19.374060417220253,82.36671616101175
71.0,05,Östergötland,2012-01-01,433784,103479,23.854960072294045,84.36395883084056
75.10000000000001,06,Jönköping,2012-01-01,339116,66707,19.670850092593682,82.52005248377692
72.8,07,Kronoberg,2012-01-01,185887,40053,21.54696132596685,77.95313689246494
67.8,08,Kalmar,2012-01-01,233548,45602,19.525750595166734,77.54735886544259
69.0,09,Gotland,2012-01-01,57241,11616,20.29314652085044,58.44872444079694
71.6,10,Blekinge,2012-01-01,152315,33275,21.846174047204805,79.63413758671774
71.3,12,Skåne,2012-01-01,1263088,323114,25.581273830485284,88.58403527947952
72.80000000000001,13,Halland,2012-01-01,304116,68011,22.363506030593587,79.27034499338863
73.5,14,Västra Götaland,2012-01-01,1600447,395515,24.712783366147082,83.95605383038757
71.3,17,Värmland,2012-01-01,273080,55757,20.417826278013766,74.40177117450094
69.9,18,Örebro,2012-01-01,283113,60316,21.304567434204717,82.6681654355351
69.8,19,Västmanland,2012-01-01,256224,53871,21.024962532783814,87.57853423855417
70.4,20,Dalarna,2012-01-01,276555,51726,18.70369365948907,79.92759351301405
71.6,21,Gävleborg,2012-01-01,276637,51274,18.53475854639835,78.28923575448088
69.9,22,Västernorrland,2012-01-01,241981,49304,20.375153421136368,76.57454920144255
71.8,23,Jämtland,2012-01-01,126201,26139,20.712197209213873,66.36619807247554
70.9,24,Västerbotten,2012-01-01,260217,67707,26.01943762321447,77.56801369915846
69.0,25,Norrbotten,2012-01-01,248637,52268,21.021810913098214,82.22389374479604
77.10000000000001,01,Stockholm,2012-04-01,2127006,664064,31.220598343399125,95.73732331942621
74.6,03,Uppsala,2012-04-01,341977,101029,29.54263005991631,80.50297425881709
73.10000000000001,04,Södermanland,2012-04-01,274723,53225,19.374060417220253,82.36671616101175
72.3,05,Östergötland,2012-04-01,433784,103479,23.854960072294045,84.36395883084056
75.6,06,Jönköping,2012-04-01,339116,66707,19.670850092593682,82.52005248377692
74.30000000000001,07,Kronoberg,2012-04-01,185887,40053,21.54696132596685,77.95313689246494
72.10000000000001,08,Kalmar,2012-04-01,233548,45602,19.525750595166734,77.54735886544259
74.5,09,Gotland,2012-04-01,57241,11616,20.29314652085044,58.44872444079694
70.5,10,Blekinge,2012-04-01,152315,33275,21.846174047204805,79.63413758671774
73.1,12,Skåne,2012-04-01,1263088,323114,25.581273830485284,88.58403527947952
76.7,13,Halland,2012-04-01,304116,68011,22.363506030593587,79.27034499338863
75.8,14,Västra Götaland,2012-04-01,1600447,395515,24.712783366147082,83.95605383038757
71.8,17,Värmland,2012-04-01,273080,55757,20.417826278013766,74.40177117450094
72.3,18,Örebro,2012-04-01,283113,60316,21.304567434204717,82.6681654355351
72.3,19,Västmanland,2012-04-01,256224,53871,21.024962532783814,87.57853423855417
73.0,20,Dalarna,2012-04-01,276555,51726,18.70369365948907,79.92759351301405
72.1,21,Gävleborg,2012-04-01,276637,51274,18.53475854639835,78.28923575448088
70.9,22,Västernorrland,2012-04-01,241981,49304,20.375153421136368,76.57454920144255
71.7,23,Jämtland,2012-04-01,126201,26139,20.712197209213873,66.36619807247554
74.30000000000001,24,Västerbotten,2012-04-01,260217,67707,26.01943762321447,77.56801369915846
71.4,25,Norrbotten,2012-04-01,248637,52268,21.021810913098214,82.22389374479604
76.89999999999999,01,Stockholm,2012-07-01,2127006,664064,31.220598343399125,95.73732331942621
74.4,03,Uppsala,2012-07-01,341977,101029,29.54263005991631,80.50297425881709
71.5,04,Södermanland,2012-07-01,274723,53225,19.374060417220253,82.36671616101175
71.2,05,Östergötland,2012-07-01,433784,103479,23.854960072294045,84.36395883084056
75.8,06,Jönköping,2012-07-01,339116,66707,19.670850092593682,82.52005248377692
76.2,07,Kronoberg,2012-07-01,185887,40053,21.54696132596685,77.95313689246494
70.7,08,Kalmar,2012-07-01,233548,45602,19.525750595166734,77.54735886544259
72.5,09,Gotland,2012-07-01,57241,11616,20.29314652085044,58.44872444079694
71.0,10,Blekinge,2012-07-01,152315,33275,21.846174047204805,79.63413758671774
73.60000000000001,12,Skåne,2012-07-01,1263088,323114,25.581273830485284,88.58403527947952
75.39999999999999,13,Halland,2012-07-01,304116,68011,22.363506030593587,79.27034499338863
74.89999999999999,14,Västra Götaland,2012-07-01,1600447,395515,24.712783366147082,83.95605383038757
72.60000000000001,17,Värmland,2012-07-01,273080,55757,20.417826278013766,74.40177117450094
70.0,18,Örebro,2012-07-01,283113,60316,21.304567434204717,82.6681654355351
71.4,19,Västmanland,2012-07-01,256224,53871,21.024962532783814,87.57853423855417
73.5,20,Dalarna,2012-07-01,276555,51726,18.70369365948907,79.92759351301405
72.6,21,Gävleborg,2012-07-01,276637,51274,18.53475854639835,78.28923575448088
71.6,22,Västernorrland,2012-07-01,241981,49304,20.375153421136368,76.57454920144255
70.39999999999999,23,Jämtland,2012-07-01,126201,26139,20.712197209213873,66.36619807247554
72.0,24,Västerbotten,2012-07-01,260217,67707,26.01943762321447,77.56801369915846
69.8,25,Norrbotten,2012-07-01,248637,52268,21.021810913098214,82.22389374479604
76.4,01,Stockholm,2012-10-01,2127006,664064,31.220598343399125,95.73732331942621
72.5,03,Uppsala,2012-10-01,341977,101029,29.54263005991631,80.50297425881709
70.6,04,Södermanland,2012-10-01,274723,53225,19.374060417220253,82.36671616101175
71.10000000000001,05,Östergötland,2012-10-01,433784,103479,23.854960072294045,84.36395883084056
73.10000000000001,06,Jönköping,2012-10-01,339116,66707,19.670850092593682,82.52005248377692
73.5,07,Kronoberg,2012-10-01,185887,40053,21.54696132596685,77.95313689246494
68.0,08,Kalmar,2012-10-01,233548,45602,19.525750595166734,77.54735886544259
70.0,09,Gotland,2012-10-01,57241,11616,20.29314652085044,58.44872444079694
70.4,10,Blekinge,2012-10-01,152315,33275,21.846174047204805,79.63413758671774
73.1,12,Skåne,2012-10-01,1263088,323114,25.581273830485284,88.58403527947952
72.89999999999999,13,Halland,2012-10-01,304116,68011,22.363506030593587,79.27034499338863
73.3,14,Västra Götaland,2012-10-01,1600447,395515,24.712783366147082,83.95605383038757
70.6,17,Värmland,2012-10-01,273080,55757,20.417826278013766,74.40177117450094
69.5,18,Örebro,2012-10-01,283113,60316,21.304567434204717,82.6681654355351
70.0,19,Västmanland,2012-10-01,256224,53871,21.024962532783814,87.57853423855417
71.4,20,Dalarna,2012-10-01,276555,51726,18.70369365948907,79.92759351301405
71.39999999999999,21,Gävleborg,2012-10-01,276637,51274,18.53475854639835,78.28923575448088
69.4,22,Västernorrland,2012-10-01,241981,49304,20.375153421136368,76.57454920144255
69.6,23,Jämtland,2012-10-01,126201,26139,20.712197209213873,66.36619807247554
69.7,24,Västerbotten,2012-10-01,260217,67707,26.01943762321447,77.56801369915846
68.10000000000001,25,Norrbotten,2012-10-01,248637,52268,21.021810913098214,82.22389374479604
76.69999999999999,01,Stockholm,2013-01-01,2163042,685573,31.694853821608643,95.73732331942621
71.4,03,Uppsala,2013-01-01,345481,103597,29.98630894318356,80.50297425881709
70.0,04,Södermanland,2013-01-01,277569,54311,19.566666306395888,82.36671616101175
71.10000000000001,05,Östergötland,2013-01-01,437848,106230,24.261844292996656,84.36395883084056
73.0,06,Jönköping,2013-01-01,341235,68416,20.04952598649025,82.52005248377692
73.39999999999999,07,Kronoberg,2013-01-01,187156,40927,21.86785355532283,77.95313689246494
68.6,08,Kalmar,2013-01-01,233874,46540,19.899604060305975,77.54735886544259
70.3,09,Gotland,2013-01-01,57161,11846,20.723920155350676,58.44872444079694
71.39999999999999,10,Blekinge,2013-01-01,152757,33846,22.156758773738684,79.63413758671774
73.8,12,Skåne,2013-01-01,1274069,331264,26.000475641429155,88.58403527947952
74.7,13,Halland,2013-01-01,306840,69958,22.799504627819058,79.27034499338863
73.8,14,Västra Götaland,2013-01-01,1615084,406218,25.15150914751183,83.95605383038757
71.5,17,Värmland,2013-01-01,273815,56879,20.772784544309115,74.40177117450094
70.7,18,Örebro,2013-01-01,285395,61804,21.655600133148795,82.6681654355351
71.9,19,Västmanland,2013-01-01,259054,55402,21.386274676322312,87.57853423855417
71.8,20,Dalarna,2013-01-01,277349,52710,19.0049360192393,79.92759351301405
71.4,21,Gävleborg,2013-01-01,277970,52381,18.844119869050616,78.28923575448088
70.0,22,Västernorrland,2013-01-01,242156,50055,20.670559474058045,76.57454920144255
69.4,23,Jämtland,2013-01-01,126461,26605,21.038106609942986,66.36619807247554
68.8,24,Västerbotten,2013-01-01,261112,69087,26.458760991451946,77.56801369915846
69.3,25,Norrbotten,2013-01-01,249436,53491,21.444779422376882,82.22389374479604
78.1,01,Stockholm,2013-04-01,2163042,685573,31.694853821608643,95.73732331942621
72.2,03,Uppsala,2013-04-01,345481,103597,29.98630894318356,80.50297425881709
72.6,04,Södermanland,2013-04-01,277569,54311,19.566666306395888,82.36671616101175
72.4,05,Östergötland,2013-04-01,437848,106230,24.261844292996656,84.36395883084056
74.7,06,Jönköping,2013-04-01,341235,68416,20.04952598649025,82.52005248377692
74.0,07,Kronoberg,2013-04-01,187156,40927,21.86785355532283,77.95313689246494
71.3,08,Kalmar,2013-04-01,233874,46540,19.899604060305975,77.54735886544259
71.7,09,Gotland,2013-04-01,57161,11846,20.723920155350676,58.44872444079694
71.0,10,Blekinge,2013-04-01,152757,33846,22.156758773738684,79.63413758671774
74.9,12,Skåne,2013-04-01,1274069,331264,26.000475641429155,88.58403527947952
76.39999999999999,13,Halland,2013-04-01,306840,69958,22.799504627819058,79.27034499338863
75.60000000000001,14,Västra Götaland,2013-04-01,1615084,406218,25.15150914751183,83.95605383038757
74.0,17,Värmland,2013-04-01,273815,56879,20.772784544309115,74.40177117450094
71.3,18,Örebro,2013-04-01,285395,61804,21.655600133148795,82.6681654355351
74.2,19,Västmanland,2013-04-01,259054,55402,21.386274676322312,87.57853423855417
72.0,20,Dalarna,2013-04-01,277349,52710,19.0049360192393,79.92759351301405
72.4,21,Gävleborg,2013-04-01,277970,52381,18.844119869050616,78.28923575448088
71.60000000000001,22,Västernorrland,2013-04-01,242156,50055,20.670559474058045,76.57454920144255
71.60000000000001,23,Jämtland,2013-04-01,126461,26605,21.038106609942986,66.36619807247554
72.9,24,Västerbotten,2013-04-01,261112,69087,26.458760991451946,77.56801369915846
70.8,25,Norrbotten,2013-04-01,249436,53491,21.444779422376882,82.22389374479604
77.1,01,Stockholm,2013-07-01,2163042,685573,31.694853821608643,95.73732331942621
73.0,03,Uppsala,2013-07-01,345481,103597,29.98630894318356,80.50297425881709
71.5,04,Södermanland,2013-07-01,277569,54311,19.566666306395888,82.36671616101175
71.60000000000001,05,Östergötland,2013-07-01,437848,106230,24.261844292996656,84.36395883084056
74.7,06,Jönköping,2013-07-01,341235,68416,20.04952598649025,82.52005248377692
74.7,07,Kronoberg,2013-07-01,187156,40927,21.86785355532283,77.95313689246494
69.8,08,Kalmar,2013-07-01,233874,46540,19.899604060305975,77.54735886544259
73.8,09,Gotland,2013-07-01,57161,11846,20.723920155350676,58.44872444079694
69.5,10,Blekinge,2013-07-01,152757,33846,22.156758773738684,79.63413758671774
74.4,12,Skåne,2013-07-01,1274069,331264,26.000475641429155,88.58403527947952
76.1,13,Halland,2013-07-01,306840,69958,22.799504627819058,79.27034499338863
75.2,14,Västra Götaland,2013-07-01,1615084,406218,25.15150914751183,83.95605383038757
73.6,17,Värmland,2013-07-01,273815,56879,20.772784544309115,74.40177117450094
71.7,18,Örebro,2013-07-01,285395,61804,21.655600133148795,82.6681654355351
74.7,19,Västmanland,2013-07-01,259054,55402,21.386274676322312,87.57853423855417
71.4,20,Dalarna,2013-07-01,277349,52710,19.0049360192393,79.92759351301405
70.9,21,Gävleborg,2013-07-01,277970,52381,18.844119869050616,78.28923575448088
71.5,22,Västernorrland,2013-07-01,242156,50055,20.670559474058045,76.57454920144255
69.8,23,Jämtland,2013-07-01,126461,26605,21.038106609942986,66.36619807247554
71.7,24,Västerbotten,2013-07-01,261112,69087,26.458760991451946,77.56801369915846
71.3,25,Norrbotten,2013-07-01,249436,53491,21.444779422376882,82.22389374479604
76.69999999999999,01,Stockholm,2013-10-01,2163042,685573,31.694853821608643,95.73732331942621
71.89999999999999,03,Uppsala,2013-10-01,345481,103597,29.98630894318356,80.50297425881709
70.6,04,Södermanland,2013-10-01,277569,54311,19.566666306395888,82.36671616101175
70.6,05,Östergötland,2013-10-01,437848,106230,24.261844292996656,84.36395883084056
74.2,06,Jönköping,2013-10-01,341235,68416,20.04952598649025,82.52005248377692
73.9,07,Kronoberg,2013-10-01,187156,40927,21.86785355532283,77.95313689246494
67.7,08,Kalmar,2013-10-01,233874,46540,19.899604060305975,77.54735886544259
69.8,09,Gotland,2013-10-01,57161,11846,20.723920155350676,58.44872444079694
69.3,10,Blekinge,2013-10-01,152757,33846,22.156758773738684,79.63413758671774
72.8,12,Skåne,2013-10-01,1274069,331264,26.000475641429155,88.58403527947952
73.5,13,Halland,2013-10-01,306840,69958,22.799504627819058,79.27034499338863
74.2,14,Västra Götaland,2013-10-01,1615084,406218,25.15150914751183,83.95605383038757
71.0,17,Värmland,2013-10-01,273815,56879,20.772784544309115,74.40177117450094
69.8,18,Örebro,2013-10-01,285395,61804,21.655600133148795,82.6681654355351
73.30000000000001,19,Västmanland,2013-10-01,259054,55402,21.386274676322312,87.57853423855417
71.7,20,Dalarna,2013-10-01,277349,52710,19.0049360192393,79.92759351301405
69.5,21,Gävleborg,2013-10-01,277970,52381,18.844119869050616,78.28923575448088
69.9,22,Västernorrland,2013-10-01,242156,50055,20.670559474058045,76.57454920144255
69.6,23,Jämtland,2013-10-01,126461,26605,21.038106609942986,66.36619807247554
71.1,24,Västerbotten,2013-10-01,261112,69087,26.458760991451946,77.56801369915846
68.2,25,Norrbotten,2013-10-01,249436,53491,21.444779422376882,82.22389374479604
77.0,01,Stockholm,2014-01-01,2198044,706054,32.12192294603748,95.73732331942621
72.3,03,Uppsala,2014-01-01,348942,105587,30.259183474617558,80.50297425881709
72.0,04,Södermanland,2014-01-01,280666,55699,19.845296544647375,82.36671616101175
71.6,05,Östergötland,2014-01-01,442105,109222,24.704990895827912,84.36395883084056
