date,target_actual,ID,jobs,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other,population,high_edu_share,labour_force_share,urban_share,country,GT_DK_0,GT_DK_1,GT_DK_2,GT_DK_3,GT_DK_4,GT_DK_5,GT_DK_6,GT_DK_7,GT_DK_8,GT_DK_9,GT_DK_10,GT_DK_11,GT_DK_12,GT_DK_13,GT_DK_14,GT_DK_15,GT_DK_16,GT_DK_17,GT_DK_18,GT_DK_19,GT_DK_20,GT_DK_21
2010-07-01,8.0,Capital,1.6870520231213875,0.12890173410404626,0.14115606936416183,0.19052023121387285,0.22578034682080925,0.08751445086705202,0.1746820809248555,0.17815028901734103,0.30786127167630056,0.15560693641618498,0.3023121387283237,1684985,19.915548209627982,50.59164740338935,97.29718016022021,DK,48.47,83.81,82.63,87.85,66.29,87.92,61.03,70.14,78.85,92.52,67.76,62.04,46.7,54.55,44.15,15.79,66.82,46.59,28.57,84.38,36.82,44.93
2010-10-01,8.24,Capital,1.5661184210526318,0.13399122807017544,0.1381578947368421,0.19287280701754386,0.1769736842105263,0.07839912280701754,0.17017543859649123,0.14396929824561402,0.2986842105263158,0.1724780701754386,0.26765350877192984,1687071,19.89092338141074,50.411235211796075,97.2959823678253,DK,49.62,83.0,74.13,94.44,57.2,67.92,86.76,66.67,72.12,77.89,62.04,61.22,50.47,44.32,47.17,18.86,34.53,54.84,30.67,77.08,45.49,42.73
2011-01-01,9.02,Capital,1.8639198218262807,0.16714922048997774,0.16703786191536749,0.2074610244988864,0.2091314031180401,0.09298440979955457,0.21280623608017818,0.14587973273942093,0.36570155902004453,0.20278396436525614,0.34075723830734966,1697490,19.76883516250464,50.14584062350882,97.30433607521256,DK,55.34,91.5,86.49,96.18,67.05,82.5,84.56,82.29,75.96,75.17,76.73,83.27,61.79,51.52,59.25,18.42,33.63,56.27,33.61,80.56,53.07,58.15
2011-04-01,8.38,Capital,1.866006600660066,0.1573157315731573,0.17722772277227725,0.2020902090209021,0.2211221122112211,0.11837183718371837,0.18844884488448846,0.1583058305830583,0.3464246424642464,0.1847084708470847,0.33795379537953796,1699387,19.74676751087304,50.6051040757638,97.31945715537184,DK,50.0,77.33,80.69,82.64,59.47,68.75,74.26,75.35,72.12,70.07,64.49,60.82,47.64,48.11,47.17,17.98,63.23,50.9,31.09,77.43,49.1,47.58
2011-07-01,8.18,Capital,1.8738699007717752,0.15181918412348402,0.17221609702315327,0.20088202866593163,0.22535832414553475,0.12635060639470783,0.18632855567805953,0.15248070562293273,0.32315325248070564,0.17177508269018743,0.39338478500551266,1702388,20.408802223699887,50.39776889874693,97.36477796896236,DK,54.2,83.4,79.92,90.97,56.82,67.92,77.21,80.56,65.38,68.03,76.33,63.27,54.72,42.42,53.96,14.04,78.92,49.82,28.57,69.44,47.29,28.19
2011-10-01,8.59,Capital,2.025193370165746,0.1805524861878453,0.1901657458563536,0.2548066298342542,0.19988950276243092,0.11127071823204421,0.22287292817679558,0.17602209944751382,0.3497237569060774,0.2103867403314917,0.40298342541436466,1704043,20.38898079449873,49.96263298520049,97.36135027447372,DK,71.37,80.57,69.88,82.99,50.0,60.0,80.88,93.75,63.46,59.18,68.16,66.94,56.6,44.7,61.89,16.67,54.71,59.5,34.45,74.31,58.12,38.77
2012-01-01,9.11,Capital,2.364174107142857,0.23616071428571428,0.23526785714285714,0.3029017857142857,0.23950892857142855,0.11573660714285713,0.2739955357142857,0.17901785714285715,0.41205357142857146,0.27354910714285713,0.4496651785714286,1713624,20.274984477341587,49.609750447005865,97.37912207595416,DK,85.5,87.04,75.29,100.0,47.73,70.83,97.79,99.31,62.5,68.03,90.2,84.49,70.28,58.33,98.11,22.37,52.47,83.51,47.9,94.44,85.92,39.65
2012-04-01,9.06,Capital,1.9799121844127334,0.16882546652030736,0.17409440175631175,0.24742041712403953,0.2338090010976948,0.12261251372118552,0.2141602634467618,0.1941822173435785,0.3356750823271131,0.2575192096597146,0.3533479692645444,1714589,20.263573369478053,49.96879018820254,97.39357302960407,DK,66.79,72.47,67.57,88.89,50.38,76.67,92.65,77.08,64.42,62.93,82.86,63.27,43.4,57.95,79.62,19.3,86.1,76.34,41.6,84.38,81.59,38.77
2012-07-01,8.56,Capital,1.88585635359116,0.18232044198895028,0.1630939226519337,0.24176795580110494,0.23281767955801105,0.11657458563535911,0.20519337016574585,0.18917127071823203,0.31093922651933703,0.23569060773480666,0.3166850828729282,1718418,20.917378658743104,50.430104898808096,97.441708271355,DK,75.57,79.76,74.13,93.75,62.88,81.67,82.35,65.97,58.65,75.85,80.82,90.61,58.49,56.82,83.02,18.42,100.0,83.51,36.13,87.85,81.59,33.48
2012-10-01,7.73,Capital,2.1695555555555557,0.28255555555555556,0.18488888888888888,0.26255555555555554,0.18888888888888888,0.1058888888888889,0.22499999999999998,0.19922222222222222,0.3788888888888889,0.2935555555555555,0.3883333333333333,1720152,20.89629288574498,49.78911107855585,97.44307526666132,DK,71.76,71.66,66.02,79.51,56.06,71.25,78.68,62.85,58.65,71.09,55.51,79.59,57.08,41.67,79.25,17.11,51.12,63.08,33.61,71.18,63.18,56.83
2013-01-01,7.95,Capital,2.2076158940397352,0.21710816777041944,0.19216335540838853,0.2577262693156733,0.22130242825607063,0.12130242825607064,0.23002207505518762,0.20706401766004418,0.4037527593818984,0.34536423841059605,0.3711920529801324,1729952,20.777917537596426,49.94791763008453,97.43087273843236,DK,100.0,79.35,72.59,91.67,58.33,76.67,71.32,63.54,54.81,72.79,72.65,89.8,74.06,47.35,67.92,21.49,51.57,72.76,35.29,79.86,68.23,55.07
