date,target_actual,ID,jobs,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other,population,high_edu_share,labour_force_share,urban_share,country,GT_DK_0,GT_DK_1,GT_DK_2,GT_DK_3,GT_DK_4,GT_DK_5,GT_DK_6,GT_DK_7,GT_DK_8,GT_DK_9,GT_DK_10,GT_DK_11,GT_DK_12,GT_DK_13,GT_DK_14,GT_DK_15,GT_DK_16,GT_DK_17,GT_DK_18,GT_DK_19,GT_DK_20,GT_DK_21,GT_NO_0,GT_NO_1,GT_NO_2,GT_NO_6,GT_NO_7,GT_NO_8,GT_NO_10,GT_NO_11,GT_SE_0,GT_SE_1,GT_SE_2,GT_SE_5,GT_SE_6,GT_SE_7,GT_SE_8,GT_SE_9,GT_SE_10,GT_SE_11
2007-01-01,8.11,Blekinge,1.5342105263157895,0.16578947368421051,0.14210526315789473,0.1236842105263158,0.21052631578947367,0.25526315789473686,0.23947368421052634,0.1763157894736842,0.22894736842105262,0.30657894736842106,0.046052631578947366,150696.0,18.58509847640283,69.6,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77,28.57,13.99,7.89,0.0,15.7,22.34,0.0,22.44,26.32
2007-04-01,8.6,Blekinge,1.4942084942084943,0.13642213642213644,0.09395109395109395,0.11196911196911198,0.24195624195624196,0.23294723294723296,0.22136422136422138,0.3732303732303732,0.1969111969111969,0.17374517374517373,0.03346203346203346,151436.0,18.58509847640283,71.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,28.93,9.56,0.0,0.0,15.02,20.21,0.0,22.44,24.88
2007-07-01,6.85,Blekinge,1.0530973451327432,0.09987357774968394,0.09355246523388117,0.08343868520859671,0.20606826801517064,0.1820480404551201,0.19216182048040453,0.1011378002528445,0.17319848293299622,0.11630847029077118,0.029077117572692796,151436.0,18.977653926411158,72.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,22.86,22.87,6.81,0.0,31.06,18.44,0.0,12.99,8.61
2007-10-01,6.71,Blekinge,1.1992528019925282,0.18306351183063513,0.12826899128268993,0.10709838107098382,0.14196762141967623,0.18555417185554174,0.22540473225404734,0.1581569115815691,0.1556662515566625,0.1357409713574097,0.0298879202988792,151436.0,18.977653926411158,73.30000000000003,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,22.86,18.77,11.83,0.0,12.29,19.5,11.53,20.47,6.7
2008-01-01,6.5,Blekinge,1.7368421052631577,0.16973684210526316,0.11973684210526317,0.10921052631578947,0.2723684210526316,0.2710526315789474,0.26973684210526316,0.13289473684210526,0.2578947368421053,0.3460526315789474,0.17763157894736842,151436.0,18.977653926411158,69.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12,27.14,15.7,0.0,0.0,23.55,28.72,5.76,24.8,13.88
2008-04-01,7.19,Blekinge,0.17035110533159947,0.09232769830949285,0.07542262678803642,0.06111833550065019,0.1482444733420026,0.1469440832249675,0.1716514954486346,0.3823146944083225,0.14174252275682706,0.18985695708712613,0.08452535760728218,151900.0,18.977653926411158,70.3,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.15,18.21,17.41,30.82,0.0,20.14,23.05,0.0,14.17,13.88
2008-07-01,4.6,Blekinge,0.776796973518285,0.0605296343001261,0.04918032786885246,0.05044136191677175,0.11727616645649433,0.08701134930643127,0.12862547288776796,0.11979823455233292,0.12484237074401008,0.15258511979823455,0.044136191677175286,151900.0,19.513495720868992,72.5,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,30.36,22.87,6.45,0.0,21.84,22.7,6.44,30.31,23.92
2008-10-01,5.38,Blekinge,0.7573435504469987,0.03831417624521073,0.0421455938697318,0.06768837803320563,0.08939974457215837,0.056194125159642394,0.17879948914431673,0.20689655172413793,0.09323116219667944,0.1264367816091954,0.033205619412515965,151900.0,19.513495720868992,70.5,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84,38.93,22.53,5.73,0.0,23.55,17.02,12.54,22.05,6.7
2009-01-01,8.6,Blekinge,0.9260752688172043,0.04166666666666667,0.03225806451612903,0.06182795698924732,0.16129032258064516,0.04973118279569893,0.20161290322580644,0.13978494623655913,0.12231182795698925,0.21236559139784947,0.10215053763440861,151900.0,19.513495720868992,67.7,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62,41.43,20.82,0.0,0.0,22.53,18.09,9.83,23.62,28.23
2009-04-01,9.17,Blekinge,0.8803763440860215,0.036290322580645164,0.04032258064516129,0.04032258064516129,0.10752688172043011,0.05510752688172043,0.21908602150537637,0.22043010752688172,0.10887096774193547,0.13172043010752688,0.06317204301075269,152259.0,19.513495720868992,68.7,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,31.43,25.26,17.56,34.23,34.47,19.86,0.0,14.96,6.22
2009-07-01,9.22,Blekinge,0.558139534883721,0.023255813953488375,0.02583979328165375,0.03229974160206719,0.11111111111111113,0.037467700258397935,0.14857881136950907,0.10723514211886306,0.07105943152454781,0.08656330749354006,0.034883720930232565,152259.0,20.00078813075089,71.3,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,45.36,15.7,11.83,0.0,43.34,29.79,9.83,11.02,14.35
2009-10-01,9.72,Blekinge,0.8207792207792207,0.04025974025974026,0.053246753246753244,0.07922077922077922,0.09870129870129869,0.05844155844155844,0.2103896103896104,0.1844155844155844,0.09350649350649351,0.11168831168831168,0.05584415584415584,152259.0,20.00078813075089,70.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74,40.36,20.82,16.85,30.18,23.55,24.47,15.59,20.47,5.74
2010-01-01,12.95,Blekinge,1.0742240215924423,0.07017543859649121,0.08502024291497974,0.08097165991902833,0.17004048582995948,0.0661268556005398,0.25506072874493924,0.13090418353576247,0.14170040485829957,0.22132253711201075,0.11875843454790821,152259.0,20.00078813075089,68.7,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.65,38.57,14.33,16.49,29.28,55.97,32.62,17.63,22.05,11.96
2010-04-01,10.23,Blekinge,1.095112285336856,0.0726552179656539,0.06472919418758256,0.08322324966974902,0.16512549537648613,0.07529722589167767,0.17833553500660504,0.27873183619550856,0.14398943196829592,0.1809775429326288,0.10039630118890357,152591.0,20.00078813075089,71.0,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,51.07,3.75,11.83,16.22,45.39,28.01,17.29,15.75,6.22
2010-07-01,8.63,Blekinge,0.9831606217616581,0.08160621761658031,0.07383419689119171,0.07642487046632125,0.116580310880829,0.05310880829015544,0.18523316062176165,0.21761658031088085,0.1411917098445596,0.16968911917098445,0.08549222797927461,152591.0,20.42256751708816,71.2,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96,51.07,17.41,6.09,0.0,24.91,32.62,13.22,20.08,26.79
2010-10-01,9.16,Blekinge,1.1269035532994924,0.06979695431472081,0.07741116751269035,0.07994923857868019,0.09390862944162437,0.07487309644670051,0.1814720812182741,0.2690355329949239,0.1814720812182741,0.217005076142132,0.10659898477157359,152591.0,20.42256751708816,72.0,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,54.64,22.18,5.38,13.96,23.21,24.82,17.97,9.84,27.27
2011-01-01,8.49,Blekinge,0.21161290322580648,0.10193548387096774,0.07354838709677419,0.08387096774193549,0.20129032258064516,0.1393548387096774,0.23612903225806453,0.13419354838709677,0.24516129032258063,0.3161290322580645,0.1961290322580645,152591.0,20.42256751708816,70.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,43.21,15.7,6.45,15.32,22.53,17.38,9.49,6.3,10.53
2011-04-01,9.95,Blekinge,0.016971279373368148,0.10574412532637076,0.10182767624020887,0.08616187989556136,0.1906005221932115,0.1710182767624021,0.2454308093994778,0.2415143603133159,0.15926892950391647,0.1631853785900783,0.10052219321148827,153227.0,20.42256751708816,69.8,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,43.93,16.04,13.62,10.36,20.48,19.5,8.14,11.81,8.13
2011-07-01,9.0,Blekinge,0.9571788413098238,0.08690176322418136,0.08690176322418136,0.09319899244332494,0.1397984886649874,0.11586901763224182,0.1952141057934509,0.1385390428211587,0.10453400503778337,0.1309823677581864,0.04282115869017632,153227.0,21.137919557258183,72.7,78.69883739448956,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,38.21,19.8,3.94,14.41,25.94,14.89,10.17,16.14,7.18
2011-10-01,11.21,Blekinge,1.06875,0.10124999999999999,0.12625,0.06125,0.125,0.08375,0.20124999999999998,0.15375,0.1875,0.15875,0.05375,153227.0,21.137919557258183,72.8,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.96,44.29,18.09,3.58,4.95,24.91,17.38,8.47,11.81,3.83
2012-01-01,10.18,Blekinge,0.24871134020618552,0.09407216494845358,0.10695876288659792,0.060567010309278344,0.2280927835051546,0.16365979381443296,0.24097938144329892,0.12371134020618553,0.19587628865979376,0.277061855670103,0.14046391752577317,153227.0,21.137919557258183,71.8,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.43,46.79,19.11,4.66,32.88,28.33,21.63,8.81,12.2,8.61
2012-04-01,9.28,Blekinge,1.2873711340206184,0.10051546391752575,0.061855670103092765,0.0554123711340206,0.20360824742268038,0.11855670103092782,0.220360824742268,0.26675257731958757,0.12113402061855669,0.18814432989690716,0.11469072164948452,152979.0,21.137919557258183,71.6,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.52,46.43,21.84,6.81,15.32,26.28,18.44,13.22,9.45,8.61
2012-07-01,8.67,Blekinge,0.9764705882352941,0.05359477124183006,0.06928104575163399,0.06013071895424836,0.15294117647058825,0.08758169934640524,0.18954248366013074,0.1843137254901961,0.12156862745098039,0.1503267973856209,0.06666666666666667,152979.0,21.70755463168147,70.5,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62,38.93,20.48,3.58,45.05,24.91,16.67,11.86,9.45,11.96
2012-10-01,9.33,Blekinge,1.15006468305304,0.07632600258732213,0.08796895213454076,0.054333764553686936,0.13065976714100905,0.05562742561448901,0.24320827943078915,0.2069857697283312,0.16817593790426907,0.2328589909443726,0.10866752910737387,152979.0,21.70755463168147,71.0,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87,48.93,19.8,5.02,6.76,21.16,20.57,10.51,10.24,10.05
2013-01-01,12.12,Blekinge,1.5860709592641262,0.04730617608409987,0.06701708278580815,0.1011826544021025,0.2233902759526938,0.06964520367936926,0.3193166885676741,0.16294349540078842,0.2628120893561104,0.5374507227332457,0.14586070959264127,152979.0,21.70755463168147,70.4,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,53.93,23.55,5.73,9.01,27.65,23.76,12.2,12.2,7.66
2013-04-01,11.08,Blekinge,1.9051383399209487,0.07246376811594203,0.05533596837944664,0.09881422924901186,0.24637681159420288,0.09749670619235837,0.33992094861660077,0.5665349143610012,0.2635046113306983,0.4163372859025033,0.09749670619235837,152315.0,21.70755463168147,71.39999999999998,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,46.79,18.77,4.3,12.16,26.96,15.96,9.83,14.17,12.44
2013-07-01,7.15,Blekinge,0.16226912928759893,0.1134564643799472,0.050131926121372024,0.06860158311345645,0.23614775725593662,0.09102902374670183,0.2994722955145118,0.27044854881266484,0.15831134564643798,0.21767810026385218,0.0804749340369393,152315.0,21.846174047204805,71.0,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,55.0,23.21,4.66,4.5,27.99,21.99,14.58,14.17,9.09
2013-10-01,7.87,Blekinge,0.018543046357615896,0.08211920529801324,0.07947019867549669,0.059602649006622516,0.14437086092715232,0.1337748344370861,0.20529801324503313,0.2450331125827815,0.1509933774834437,0.27417218543046357,0.14304635761589404,152315.0,21.846174047204805,69.5,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62,45.0,25.26,5.38,16.67,23.89,17.38,10.17,17.72,21.05
2014-01-01,10.33,Blekinge,1.7306666666666668,0.09866666666666667,0.09733333333333333,0.058666666666666666,0.248,0.244,0.2786666666666666,0.15066666666666667,0.23066666666666666,0.416,0.22133333333333333,152315.0,21.846174047204805,69.3,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,63.57,22.53,2.87,9.46,28.67,24.82,14.24,18.11,12.44
2014-04-01,9.64,Blekinge,1.8556291390728477,0.11920529801324503,0.0847682119205298,0.052980132450331126,0.22251655629139072,0.24105960264900664,0.24105960264900664,0.4754966887417219,0.1337748344370861,0.32847682119205296,0.16688741721854305,152757.0,21.846174047204805,70.6,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99,54.29,26.62,5.73,13.06,30.72,20.92,13.9,13.78,17.22
2014-07-01,9.08,Blekinge,1.297225891677675,0.10039630118890357,0.05416116248348745,0.034346103038309116,0.190224570673712,0.154557463672391,0.21532364597093792,0.2562747688243065,0.16644649933949804,0.2866578599735799,0.0845442536327609,152757.0,22.156758773738684,70.6,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.27,53.57,23.89,7.89,9.01,30.72,20.57,13.56,16.54,16.27
2014-10-01,8.14,Blekinge,1.6394293125810637,0.10246433203631648,0.05966277561608301,0.041504539559014265,0.20881971465629054,0.11673151750972763,0.28923476005188065,0.36186770428015563,0.20492866407263297,0.3657587548638132,0.1504539559014267,152757.0,22.156758773738684,71.39999999999998,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.77,48.93,25.26,5.73,20.27,28.67,23.4,16.95,15.35,12.92
2015-01-01,10.95,Blekinge,1.9158751696065128,0.09905020352781546,0.08819538670284939,0.05834464043419267,0.2740841248303935,0.19402985074626866,0.31614654002713705,0.23744911804613297,0.25101763907734054,0.5454545454545455,0.18317503392130258,152757.0,22.156758773738684,68.3,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,54.64,18.09,4.3,21.17,30.72,18.09,13.56,12.99,11.0
2015-04-01,10.8,Blekinge,2.09479305740988,0.10146862483311081,0.08010680907877168,0.07343124165554073,0.24566088117489987,0.16154873164218958,0.376502002670227,0.6221628838451269,0.16555407209612816,0.3271028037383178,0.15620827770360482,154157.0,22.156758773738684,70.2,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,49.29,25.26,6.09,12.61,29.35,24.11,9.83,11.02,13.4
2015-07-01,8.43,Blekinge,1.0025125628140703,0.08165829145728644,0.05025125628140704,0.048994974874371856,0.08417085427135679,0.05150753768844221,0.21231155778894473,0.2148241206030151,0.09798994974874371,0.17587939698492464,0.10804020100502512,154157.0,22.4433532048496,73.6,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74,42.14,24.57,5.38,7.66,29.01,24.47,8.81,14.96,7.66
2015-10-01,8.63,Blekinge,0.2234993614303959,0.2222222222222222,0.09578544061302681,0.06002554278416347,0.0842911877394636,0.05363984674329502,0.15964240102171137,0.3563218390804598,0.14942528735632185,0.2528735632183908,0.11494252873563218,154157.0,22.4433532048496,71.60000000000002,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,50.71,27.65,4.66,9.46,20.48,20.57,12.2,17.72,9.57
2016-01-01,9.47,Blekinge,0.23660130718954248,0.19346405228758168,0.08496732026143791,0.065359477124183,0.11633986928104575,0.13856209150326798,0.2261437908496732,0.24052287581699344,0.17647058823529413,0.3006535947712418,0.09019607843137255,154157.0,22.4433532048496,70.1,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.89,50.0,29.01,6.09,11.71,19.11,25.53,16.27,9.84,13.88
2016-04-01,8.51,Blekinge,2.3724747474747474,0.2916666666666667,0.08964646464646465,0.07828282828282829,0.20707070707070707,0.3143939393939394,0.29545454545454547,0.48484848484848486,0.21843434343434345,0.48484848484848486,0.19949494949494948,156253.0,22.4433532048496,72.4,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,36.07,27.99,3.58,10.36,15.7,19.15,14.92,12.99,16.75
2016-07-01,6.81,Blekinge,1.9025893958076447,0.22688039457459921,0.10110974106041923,0.07891491985203451,0.1442663378545006,0.37607891491985196,0.27127003699136865,0.24167694204685566,0.16399506781750922,0.4389642416769419,0.08384710234278667,156253.0,22.82004185519638,73.5,79.63413758671774,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,32.5,23.55,6.45,13.06,14.33,17.02,17.63,9.45,10.05
2016-10-01,5.75,Blekinge,2.3316519546027736,0.21059268600252204,0.17780580075662042,0.08448928121059268,0.1399747793190416,0.38713745271122313,0.32786885245901637,0.3455233291298865,0.2686002522068095,0.5598991172761664,0.11601513240857501,156253.0,22.82004185519638,71.5,83.35135965389465,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.58,34.64,33.45,3.58,8.11,13.99,18.44,13.56,8.66,17.22
2017-01-01,7.78,Blekinge,0.3738562091503268,0.2928104575163399,0.18562091503267975,0.12941176470588237,0.23790849673202613,0.44575163398692813,0.3660130718954248,0.29411764705882354,0.3032679738562092,0.7137254901960784,0.14640522875816994,156253.0,22.82004185519638,68.7,83.35135965389465,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.52,41.07,41.3,2.15,15.32,14.68,24.47,13.56,14.57,11.48
2017-04-01,7.17,Blekinge,2.450255102040817,0.20663265306122452,0.1517857142857143,0.07015306122448982,0.18494897959183676,0.4183673469387756,0.34948979591836743,0.49617346938775514,0.21428571428571433,0.5344387755102041,0.1122448979591837,158453.0,22.82004185519638,70.6,83.35135965389465,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74,32.14,24.91,3.58,7.66,9.22,24.82,13.22,11.02,10.53
2017-07-01,6.23,Blekinge,0.2087067861715749,0.20358514724711907,0.11395646606914213,0.06017925736235595,0.14084507042253522,0.15108834827144688,0.23431498079385404,0.20742637644046094,0.1446862996158771,0.22919334186939821,0.09218950064020487,158453.0,23.136829217496672,70.1,83.35135965389465,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,31.43,40.96,3.94,15.32,14.68,23.4,11.86,11.02,10.05
2017-10-01,5.42,Blekinge,1.4089775561097255,0.17705735660847882,0.11845386533665835,0.059850374064837904,0.10723192019950124,0.14588528678304238,0.2007481296758105,0.2718204488778055,0.19326683291770574,0.3092269326683292,0.08603491271820449,158453.0,23.136829217496672,71.5,83.35135965389465,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99,33.57,37.2,5.38,14.86,15.02,27.3,11.86,10.63,11.48
