date,target_actual,ID,target_lag,jobs,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other,pop,mvu_lvu_share_pop,labour_force_share,w_ave_socio_index,w_ave_urban_index,GT_DK_0,GT_DK_1,GT_DK_2,GT_DK_3,GT_DK_4,GT_DK_5,GT_DK_6,GT_DK_7,GT_DK_8,GT_DK_9,GT_DK_10,GT_DK_11,GT_DK_12,GT_DK_13,GT_DK_14,GT_DK_15,GT_DK_16,GT_DK_17,GT_DK_18,GT_DK_19,GT_DK_20,GT_DK_21
2007-12-01,3.5,Capital,3.5,1.0771800678628085,0.0820123097112864,0.07934429963581316,0.11112841966536403,0.1381565217342887,0.08850833424287344,0.08398431715837533,0.12446847004273028,0.23629289233647863,0.13398050596398273,0.12029245427242431,1636749.0,18.623747440811023,52.66938974760333,1.1032895957239586,97.16666234891431,11.0,55.0,55.0,42.0,48.45,38.95,34.48,35.0,53.85,23.0,29.17,23.0,14.13,25.25,56.0,17.0,0.0,39.0,28.0,74.0,17.0,24.0
2008-01-01,3.5,Capital,3.5,1.4810309671571245,0.10409617765883214,0.11102822056619055,0.14834571821747,0.20449526576707314,0.11403210582604587,0.12443017018708348,0.16660009787351382,0.33539534266769117,0.18312146680271804,0.157126305900124,1636749.0,18.623747440811023,52.88200634306176,1.1032895957239588,97.16666234891431,13.0,66.0,75.0,66.0,68.04,61.05,48.28,59.0,52.31,36.0,43.75,54.0,28.26,40.4,48.0,18.0,15.0,53.0,34.0,94.0,13.0,23.0
2008-02-01,3.4,Capital,3.5,1.2859079198979688,0.11050499986525332,0.08516406272337848,0.13098603125389188,0.17090668565547554,0.10541367002852961,0.11293495274187146,0.13700305742456537,0.29275146561161347,0.15586412022879187,0.12439044487449981,1645825.0,18.52104567618064,52.509488554372425,1.1040983015627317,97.18479179224964,14.0,79.0,75.0,66.0,43.3,42.11,41.38,49.0,47.69,41.0,34.38,56.0,27.17,28.28,66.0,24.0,32.0,44.0,45.0,95.0,12.0,8.0
2008-03-01,3.2,Capital,3.4,1.1123708296427517,0.08916445231768527,0.07688219663418955,0.12152347209920283,0.16226749335695306,0.09117212872748745,0.0898730439917331,0.1162090345438441,0.2552111012695601,0.13746678476527902,0.10770593445527014,1645825.0,18.52104567618064,51.44836176385703,1.104098301562732,97.18479179224964,13.0,62.0,71.0,77.0,43.3,60.0,44.83,48.0,47.69,40.0,36.46,34.0,20.65,30.3,52.0,29.0,0.0,51.0,44.0,99.0,14.0,16.0
2008-04-01,3.0,Capital,3.2,1.238026072638111,0.10492331365541839,0.07949781769286633,0.12091491518842622,0.18292551393872283,0.10825969095367181,0.09422389680239875,0.14357927131794093,0.28186635795589365,0.14012784652664428,0.1318444270275323,1645825.0,18.52104567618064,52.8127990521471,1.104098301562732,97.18479179224964,24.0,73.0,67.0,75.0,31.96,65.26,68.97,48.0,47.69,41.0,41.67,38.0,15.22,25.25,40.0,51.0,15.0,46.0,100.0,94.0,19.0,8.0
2008-05-01,2.9,Capital,3.0,1.2382694918255328,0.0893584371126719,0.08770583721891047,0.12807649176651126,0.17635601723425604,0.10812725019181964,0.09230950835153161,0.1514489759782801,0.26854748273623325,0.14708139054476774,0.13811013397863425,1648990.0,18.485497183124217,51.37387127878278,1.104852623103996,97.22623013397128,17.0,73.0,71.0,65.0,45.36,57.89,44.83,50.0,49.23,37.0,33.33,24.0,23.91,28.28,29.0,77.0,0.0,36.0,97.0,82.0,17.0,16.0
2008-06-01,2.9,Capital,2.9,1.080297633934821,0.08476766957853031,0.07058205956742931,0.10587308935114396,0.16088557695516978,0.09341743178042115,0.08522899022929782,0.12397992489376881,0.23169829684798285,0.12951577270297895,0.11579148334264547,1648990.0,18.485497183124217,52.58223882497772,1.104852623103996,97.22623013397131,25.0,52.0,67.0,78.0,54.64,60.0,50.0,54.0,49.23,39.0,41.67,37.0,27.17,35.35,52.0,100.0,15.0,41.0,41.0,82.0,23.0,32.0
2008-07-01,2.6,Capital,2.9,0.940484343056504,0.07809800888949109,0.06533766855656364,0.09026759272552373,0.14189971055412828,0.06982741793296404,0.07053632572923779,0.117560542882063,0.20865519470323943,0.11673348378641028,0.09357582910813456,1648990.0,19.02024875833085,51.32671574721497,1.104852623103996,97.22623013397128,14.0,52.0,73.0,59.0,51.55,77.89,17.24,44.0,49.23,42.0,38.54,28.0,23.91,30.3,46.0,14.0,35.0,32.0,21.0,83.0,9.0,18.0
2008-08-01,2.8,Capital,2.6,0.9595863022692939,0.07344242572550497,0.06446357116972223,0.09876740011361014,0.14688485145100993,0.08207593972144993,0.0795434422826394,0.12259589874241818,0.19834059486684183,0.10786136818933881,0.10060921643274506,1650985.0,18.997265268915214,52.617539832281935,1.1034025183625549,97.21339083861326,11.0,63.0,82.0,57.0,43.3,83.16,18.97,61.0,52.31,43.0,37.5,39.0,25.0,41.41,28.0,19.0,23.0,42.0,24.0,80.0,18.0,15.0
2008-09-01,2.8,Capital,2.8,0.9826948815437445,0.08862747067538565,0.06873862883090934,0.10967940268620559,0.14282747242699945,0.07257682637984336,0.07501931572916501,0.12247339451598568,0.20388970616004076,0.11910043303358911,0.09839742807267225,1650985.0,18.997265268915214,52.076703907061535,1.105585018386812,97.21339083861326,14.0,57.0,88.0,62.0,56.7,76.84,36.21,60.0,43.08,44.0,35.42,28.0,21.74,32.32,53.0,19.0,28.0,48.0,28.0,86.0,21.0,22.0
